water_id,poi_id,Description,lat,lon,distance
491,164,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Gardiner Reserve,-37.79889823757444,144.94401837483926,3.6729480044420613
492,164,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - North Melbourne Recreation Reserve,-37.79922710932603,144.94028139112405,20.297266106270396
493,165,Drinking Fountain - Leaf Type - Dog Bowl  - Royal Park,-37.79028778877907,144.94509842701018,1.975493864722865
494,165,Drinking Fountain - Urban design stainless steel,-37.79337819173264,144.9400483085651,38.28865938190326
495,165,Drinking Fountain - Treated Timber Drinking Fountain - Pleasance Gardens,-37.796300658626926,144.9450285729346,40.26725872126755
496,166,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bellair Street Reserve,-37.795526766864704,144.93075415955866,0.3504974615957523
497,166,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,-37.794314385646345,144.93029591804668,8.602310892636343
498,166,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Eastwood and Rankins Park,-37.79407412774661,144.93082898880027,9.557519346017529
499,167,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Hawke and Adderley Street Park,-37.80873006707316,144.945010465895,0.47785273992485705
500,167,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.80725891583743,144.94696422855037,15.750632612819622
501,167,Drinking Fountain - Leaf Type - Dog Bowl  - Railway Place And Miller Street Reserve,-37.80566602896913,144.94256675118038,25.36790860705376
502,168,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.782979561855065,144.94187028854367,11.16284707714275
503,168,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Parkville Gardens,-37.77955332201866,144.93984653851456,32.20494438934401
504,168,Drinking Fountain - Leaf Type - Dog Bowl  - Royal Park,-37.79028778877907,144.94509842701018,47.93585493119927
505,169,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Princes Park,-37.784936952994926,144.96233927588727,0.9683338124158459
506,169,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Princes Park,-37.78516928275589,144.9629960270774,4.960366390365605
507,169,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.78606714462872,144.96306993513306,8.46921380255471
508,170,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Wharfs Landing Park,-37.82210994675337,144.93666205920204,0.9468515714643402
509,170,Drinking Fountain - Unknown,-37.82217774773881,144.93826895163244,9.941183074718365
510,170,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,-37.82034342836768,144.94031908099987,25.078981633317944
511,171,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.782979561855065,144.94187028854367,15.834355382270425
512,171,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Parkville Gardens,-37.77955332201866,144.93984653851456,36.37465583781757
513,171,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.78073096453612,144.95108741208116,45.26190470066686
514,172,Drinking Fountain - Treated Timber Drinking Fountain - JJ Holland Park,-37.798130093325604,144.92171759711218,2.22241264042927
515,172,Drinking fountain - Historic or Heritage Drinking Fountains - JJ Holland Park,-37.797455162858206,144.92349296059965,13.523392417762834
516,172,Drinking Fountain - Leaf Type - Dog Bowl  - JJ Holland Park,-37.79841970759794,144.92421993826412,18.024012182314873
517,173,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Powlett Reserve,-37.81108547106561,144.986823716213,1.5247649999152617
518,173,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.81232314728076,144.98893301349375,16.22526941212643
519,173,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,-37.81328717472797,144.98924115987992,21.17554857067035
520,174,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Boyd Community Hub,-37.82605853691661,144.9615312833258,2.125748962666523
521,174,Drinking fountain - Historic or Heritage Drinking Fountains - Boyd Community Hub (SOUTHBANK),-37.825533560701864,144.96099800648864,6.265911900223261
522,174,Drinking Fountain - Treated Timber Drinking Fountain - Sturt Street Reserve,-37.829762043290245,144.96502390662388,31.17734720674544
523,175,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Ron Barassi Senior Park,-37.817146670578076,144.93410355599931,0.699357929576331
524,175,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,-37.81515985140142,144.93712549711364,22.258006183744925
525,175,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,-37.816079839750344,144.93862697161046,28.806269273370027
526,176,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Royal Park,-37.786152011088284,144.95349293828525,6.273861664308715
527,176,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.78533232662653,144.9534737646951,10.999980197150338
528,176,Drinking Fountain - Leaf Type - Dog Bowl  - Royal Park,-37.78972452756684,144.95542692736785,23.512029127317895
529,177,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.821867236140854,144.9572554993872,0.5911791342953937
530,177,Drinking Fountain - Treated Timber Drinking Fountain - Batman Park,-37.82220232720067,144.956603131736,4.851554516372627
531,177,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.82024273028082,144.95962780503942,18.015038232939606
532,178,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Royal Park,-37.786152011088284,144.95349293828525,5.437241716509551
533,178,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.78533232662653,144.9534737646951,10.002975261750663
534,178,Drinking Fountain - Leaf Type - Dog Bowl  - Royal Park,-37.78972452756684,144.95542692736785,24.343208874458217
535,179,Drinking Fountain - Leaf Type - With Bottle Refill Tap - Royal Park,-37.79542994425931,144.95202812794676,0.8764905679407449
536,179,Drinking Fountain - Leaf Type - Dog Bowl  - Royal Park,-37.79511866633808,144.95091878885694,6.811174847748441
537,179,Drinking Fountain - Treated Timber Drinking Fountain - Ievers Reserve,-37.79634473440512,144.952956259261,8.475346144924133
538,180,Drinking Fountain - Treated Timber Drinking Fountain - JJ Holland Park,-37.79892449188125,144.9259559284791,7.1981071646692545
539,180,Drinking fountain - Historic or Heritage Drinking Fountains - Warun Biik Park,-37.79622591094481,144.9267532371567,10.90004951887161
540,180,Drinking Fountain - Leaf Type - Dog Bowl  - JJ Holland Park,-37.79841970759794,144.92421993826412,12.531773825998124
541,181,Drinking Fountain - Treated Timber Drinking Fountain - JJ Holland Park,-37.79892449188125,144.9259559284791,7.072814334459143
542,181,Drinking fountain - Historic or Heritage Drinking Fountains - Warun Biik Park,-37.79622591094481,144.9267532371567,11.05339256975491
543,181,Drinking Fountain - Leaf Type - Dog Bowl  - JJ Holland Park,-37.79841970759794,144.92421993826412,12.371740556398187
544,182,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,-37.8188136383738,144.94290389203502,1.062810584063502
545,182,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,-37.81932147571993,144.94249797871333,3.1942777917723406
546,182,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,-37.818939263478214,144.94348692912953,4.6452963153662035
547,183,Drinking Fountain - Leaf Type - With Bottle Refill Tap - Birrarung Marr,-37.81877097793573,144.97408155357158,10.631420444432845
548,183,Drinking Fountain - Leaf Type - With Bottle Refill Tap - Alexandra Gardens,-37.82051807391301,144.97318526962457,12.440359170979077
549,183,Drinking Fountain - Drinking Fountain - Type 2 - Birrarung Marr,-37.81846601245542,144.97388211503446,12.944732870758402
550,184,Drinking fountain - unspecified type - Alexandra Park,-37.82792492555463,144.98354503295144,1.0048863737808613
551,184,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,-37.82838783514251,144.98444352386497,7.408913921856778
552,184,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.82842091627398,144.98460191449672,8.399226906106842
553,185,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.82120300569749,144.94644008125582,7.254511544160334
554,185,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Docklands Park,-37.82089072956917,144.94692985249003,7.315591023352916
555,185,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,-37.82139165761971,144.94536775680646,12.629263758504834
556,186,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Princes Park,-37.784936952994926,144.96233927588727,1.055465258146627
557,186,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Princes Park,-37.78516928275589,144.9629960270774,3.651604930163443
558,186,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.78606714462872,144.96306993513306,7.518668853030179
559,187,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.82120300569749,144.94644008125582,2.2081496569008148
560,187,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Docklands Park,-37.82089072956917,144.94692985249003,2.5229664302930277
561,187,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,-37.82139165761971,144.94536775680646,8.088699572666005
562,188,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.82317712092532,144.94186784766944,0.5042584703521358
563,188,Drinking Fountain - Stainless Steel Drinking Fountain - Northbank Type,-37.823409470860675,144.94065316721642,8.099305495590094
564,188,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,-37.824161294600366,144.94386411864073,14.172877625565603
565,189,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.82317712092532,144.94186784766944,0.8253729835127036
566,189,Drinking Fountain - Stainless Steel Drinking Fountain - Northbank Type,-37.823409470860675,144.94065316721642,7.600485762714375
567,189,Drinking Fountain - Stainless Steel Drinking Fountain - Old Docklands Type,-37.820872795353154,144.9418558610726,13.985656523860946
568,190,Drinking Fountain - Leaf Type - Dog Bowl - Fawkner Park,-37.84340547205925,144.98237034518792,7.119866678683062
569,190,Drinking Fountain - Leaf Type - With Bottle Refill Tap - Fawkner Park,-37.84249232047023,144.9843961780638,15.719905176543719
570,190,Drinking Fountain - Leaf Type - Dog Bowl - Fawkner Park,-37.83991852159856,144.9812959600913,16.21251085315477
571,191,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,-37.81942840031672,144.9457882275869,2.267626336154862
572,191,Drinking fountain - Historic or Heritage Drinking Fountains - Victoria Green,-37.82012801999004,144.94484546150136,8.36669952773075
573,191,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,-37.81841607031649,144.94658139539987,8.463226490989427
574,192,Drinking Fountain - Treated Timber Drinking Fountain - Alexandra Park,-37.827601958389536,144.9819469602272,1.9834145936124976
575,192,Drinking fountain - unspecified type - Alexandra Park,-37.82792492555463,144.98354503295144,12.214057440475848
576,192,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,-37.82838783514251,144.98444352386497,18.510079384710693
577,193,Drinking Fountain - Treated Timber Drinking Fountain - Bayswater Road Park,-37.79365820618429,144.92352614663906,3.3206444922602376
578,193,Drinking Fountain - Treated Timber Drinking Fountain - Peppercorn Park,-37.79256416270773,144.922630804458,11.727265564022764
579,193,Drinking Fountain - Treated Timber Drinking Fountain - Stock Bridge (KENSINGTON),-37.79016688522425,144.92406824328086,22.866445864509323
580,194,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Fawkner Park,-37.83912302483119,144.98029597307354,2.3574650645402984
581,194,Drinking Fountain - Leaf Type - Dog Bowl - Fawkner Park,-37.83991852159856,144.9812959600913,6.242874179290219
582,194,Drinking Fountain - Leaf Type - Dog Bowl  - Fawkner Park,-37.837913044811074,144.9818740242421,11.032310867826592
583,195,Drinking Fountain - Stainless Steel Drinking Fountain - Northbank Type,-37.82050899334054,144.9448585233716,0.12721657368114891
584,195,Drinking Fountain - Stainless Steel Drinking Fountain - Northbank Type,-37.82022017744959,144.94480746086566,1.7895951777389387
585,195,Drinking fountain - Historic or Heritage Drinking Fountains - Victoria Green,-37.82012801999004,144.94484546150136,2.3369499422708078
586,196,Drinking Fountain - Urban design stainless steel,-37.79337819173264,144.9400483085651,2.3795018326964077
587,196,Drinking Fountain - Leaf Type - Dog Bowl  - Clayton Reserve,-37.79581789599728,144.93892278396697,16.49040512116673
588,196,Drinking Fountain - Leaf Type - Dog Bowl  - Clayton Reserve,-37.79690982991828,144.93887017448856,22.807658871910796
589,197,Drinking fountain - Historic or Heritage Drinking Fountains - JJ Holland Park,-37.797455162858206,144.92349296059965,0.7804633284780599
590,197,Drinking Fountain - Leaf Type - Dog Bowl  - JJ Holland Park,-37.79841970759794,144.92421993826412,8.240357350479963
591,197,Drinking Fountain - Treated Timber Drinking Fountain - JJ Holland Park,-37.798130093325604,144.92171759711218,11.37170914901355
592,198,Drinking Fountain - Leaf Type - Dog Bowl  - Royal Park,-37.79028778877907,144.94509842701018,31.607794099960426
593,198,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.782979561855065,144.94187028854367,31.648430964684735
594,198,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.78073096453612,144.95108741208116,43.31712401436972
595,199,Drinking Fountain - Stainless Steel Drinking Fountain - Northbank Type,-37.82050899334054,144.9448585233716,2.944815765202029
596,199,Drinking Fountain - Stainless Steel Drinking Fountain - Northbank Type,-37.82022017744959,144.94480746086566,3.872480284213828
597,199,Drinking fountain - Historic or Heritage Drinking Fountains - Victoria Green,-37.82012801999004,144.94484546150136,4.036599863019496
598,200,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Kings Domain South,-37.82514308986054,144.97830100199906,4.0097138341215475
599,200,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.82435043745128,144.9771113193355,5.558552126144204
600,200,Drinking Fountain - Leaf Type - Dog Bowl  - Kings Domain,-37.824245337341495,144.97698410547824,6.5439533295655385
601,201,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Kings Domain South,-37.82514308986054,144.97830100199906,4.822783837753511
602,201,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.82435043745128,144.9771113193355,4.90023932876805
603,201,Drinking Fountain - Leaf Type - Dog Bowl  - Kings Domain,-37.824245337341495,144.97698410547824,5.853885634360073
604,202,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.82435043745128,144.9771113193355,4.4135795893348115
605,202,Drinking Fountain - Leaf Type - Dog Bowl  - Kings Domain,-37.824245337341495,144.97698410547824,5.331018935819273
606,202,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Kings Domain South,-37.82514308986054,144.97830100199906,5.461137926053097
607,203,Drinking Fountain - Treated Timber Drinking Fountain - Sturt Street Reserve,-37.829762043290245,144.96502390662388,1.6025650623899077
608,203,Drinking Fountain - Treated Timber Drinking Fountain - Miles & Dodds Street Reserve,-37.82867398659136,144.96722649718032,15.477001364211898
609,203,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Grant Street Reserve,-37.826019122772884,144.96821302911962,31.76740945129071
610,204,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.820991914185974,144.96174237939658,5.0723543392997525
611,204,Drinking Fountain - Drinking Fountain - Type 1,-37.82018203006011,144.96060794598628,12.518243799157574
612,204,Drinking Fountain - Stainless Steel Drinking Fountain - Northbank Type,-37.819376190936254,144.96425791163875,14.118761399261462
613,205,Drinking Fountain - Drinking Fountain - Type 2 - Stock Route Reserve (KENSINGTON),-37.788581078335135,144.9262313297776,0.21488845462233694
614,205,Drinking Fountain - Drinking Fountain - Type 1,-37.7885814426244,144.92623154670216,0.21728497234795247
615,205,Drinking Fountain - Drinking Fountain - Type 1,-37.78942634033224,144.92521601291634,8.536638042338918
616,206,Drinking Fountain - Treated Timber Drinking Fountain - Alexandra Park,-37.827601958389536,144.9819469602272,3.5617860814983273
617,206,Drinking fountain - unspecified type - Alexandra Park,-37.82792492555463,144.98354503295144,13.80117183229501
618,206,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,-37.82838783514251,144.98444352386497,20.1027301650059
619,207,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Fawkner Park,-37.83912302483119,144.98029597307354,2.7708731669811706
620,207,Drinking Fountain - Leaf Type - Dog Bowl - Fawkner Park,-37.83991852159856,144.9812959600913,5.744022646445885
621,207,Drinking Fountain - Leaf Type - Dog Bowl  - Fawkner Park,-37.837913044811074,144.9818740242421,11.047779832754923
622,208,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Parkville Gardens,-37.77955332201866,144.93984653851456,0.4354347830341245
623,208,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.782979561855065,144.94187028854367,25.683046086689167
624,208,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.78073096453612,144.95108741208116,71.8124024951596
625,209,Drinking Fountain - Treated Timber Drinking Fountain - Alexandra Park,-37.827601958389536,144.9819469602272,5.221307179937058
626,209,Drinking fountain - unspecified type - Alexandra Park,-37.82792492555463,144.98354503295144,15.456402778558408
627,209,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,-37.82838783514251,144.98444352386497,21.764799119623696
628,210,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.82435043745128,144.9771113193355,2.990952747843457
629,210,Drinking Fountain - Leaf Type - Dog Bowl  - Kings Domain,-37.824245337341495,144.97698410547824,3.515458103248861
630,210,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Kings Domain South,-37.82514308986054,144.97830100199906,8.127884321486908
631,211,Drinking Fountain - Treated Timber Drinking Fountain - Alexandra Park,-37.827601958389536,144.9819469602272,0.5040940224233246
632,211,Drinking fountain - unspecified type - Alexandra Park,-37.82792492555463,144.98354503295144,10.651914778560561
633,211,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,-37.82838783514251,144.98444352386497,16.938669624530668
634,212,Drinking fountain - unspecified type - Alexandra Park,-37.82792492555463,144.98354503295144,3.8526603800650343
635,212,Drinking Fountain - Treated Timber Drinking Fountain - Alexandra Park,-37.827601958389536,144.9819469602272,6.467380104035081
636,212,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,-37.82838783514251,144.98444352386497,10.18635492471079
637,213,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.82024273028082,144.95962780503942,1.7895820072304378
638,213,Drinking Fountain - Drinking Fountain - Type 1,-37.82018203006011,144.96060794598628,4.431079138977926
639,213,Drinking Fountain - Drinking Fountain - Type 1,-37.819560089031846,144.96060041327846,6.1512611049410815
640,214,Drinking Fountain - Treated Timber Drinking Fountain - Alexandra Park,-37.827601958389536,144.9819469602272,3.014723495280341
641,214,Drinking fountain - unspecified type - Alexandra Park,-37.82792492555463,144.98354503295144,7.303932060578628
642,214,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,-37.82838783514251,144.98444352386497,13.58950841062378
643,215,Drinking Fountain - Treated Timber Drinking Fountain - Flagstaff Gardens,-37.809792956338455,144.95510199726527,1.794001816867914
644,215,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.809316361164214,144.95453335359068,3.056141490665404
645,215,Drinking Fountain - Leaf Type - With Bottle Refill Tap - Flagstaff Gardens,-37.81043106640399,144.95558395492208,6.878269800779721
646,216,Drinking fountain - Historic or Heritage fountains - Royal Park,-37.78205389103602,144.95697021635436,2.177037306623205
647,216,Drinking Fountain - Treated Timber Drinking Fountain - Royal Park,-37.781971287851476,144.95606844481355,3.585973879643182
648,216,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Royal Park,-37.78144167402145,144.95595472988092,5.59036893951639
649,217,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,-37.82435043745128,144.9771113193355,3.43612801118651
650,217,Drinking Fountain - Leaf Type - Dog Bowl  - Kings Domain,-37.824245337341495,144.97698410547824,4.193524568277511
651,217,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Kings Domain South,-37.82514308986054,144.97830100199906,6.990388602129096
652,218,Drinking Fountain - Treated Timber Drinking Fountain - Sturt Street Reserve,-37.829762043290245,144.96502390662388,0.8140665261733027
653,218,Drinking Fountain - Treated Timber Drinking Fountain - Miles & Dodds Street Reserve,-37.82867398659136,144.96722649718032,15.587090145832251
654,218,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Grant Street Reserve,-37.826019122772884,144.96821302911962,30.943685799624312
655,219,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Fawkner Park,-37.8405910312944,144.9842020334054,2.038986650677815
656,219,Drinking fountain - unspecified type - Fawkner Park,-37.84105383065132,144.98474159117373,5.3690922943548
657,219,Drinking Fountain - Leaf Type - With Bottle Refill Tap - Fawkner Park,-37.84249232047023,144.9843961780638,11.319758060938964
